volcano,start,start_error,start_year,stop,stop_error,stop_year,duration,confirmed,vei
Haleakala,NA,36525,1360,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,1360,NA,0,NA,NA,TRUE,NA
Haleakala,NA,54787.5,1350,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,7305,1350,NA,0,NA,NA,TRUE,4
Kīlauea,NA,14610,1340,NA,0,NA,NA,TRUE,0
Pagan,NA,36525,1340,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,1310,NA,0,NA,NA,TRUE,0
Glacier Peak,NA,109575,1300,NA,0,NA,NA,FALSE,NA
Black Rock Desert,NA,54787.5,1290,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,52961.25,1280,NA,0,NA,NA,TRUE,NA
Mammoth Mountain,NA,14610,1260,NA,0,NA,NA,TRUE,NA
Shasta,NA,0,1250,NA,0,NA,NA,TRUE,NA
Hualalai,NA,54787.5,1240,NA,0,NA,NA,TRUE,2
Augustine,NA,18262.5,1230,NA,0,NA,NA,TRUE,NA
Shasta,NA,0,1200,NA,0,NA,NA,TRUE,NA
Hayes,NA,109575,1200,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,1200,NA,0,NA,NA,TRUE,NA
Haleakala,NA,27393.75,1200,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,1190,NA,0,NA,NA,TRUE,0
Aniakchak,NA,10957.5,1190,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,1170,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,1160,NA,0,NA,NA,TRUE,NA
Hualalai,NA,0,1150,NA,0,NA,NA,TRUE,0
Mono Lake Volcanic Field,NA,73050,1150,NA,0,NA,NA,TRUE,NA
Makushin,NA,182625,1150,NA,0,NA,NA,TRUE,NA
Kanaga,NA,36525,1150,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,27393.75,1140,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,1130,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,1120,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,29220,1120,NA,0,NA,NA,TRUE,NA
Uinkaret Field,NA,27393.75,1100,NA,0,NA,NA,TRUE,1
Haleakala,NA,14610,1080,NA,0,NA,NA,TRUE,NA
San Francisco Volcanic Field,NA,9131.25,1075,NA,0,NA,NA,TRUE,4
Mauna Loa,NA,0,1070,NA,0,NA,NA,TRUE,0
Medicine Lake,NA,0,1060,NA,0,NA,NA,TRUE,3
Markagunt Plateau,NA,0,1050,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,27393.75,1050,NA,0,NA,NA,TRUE,1
Hualalai,NA,36525,1050,NA,0,NA,NA,TRUE,1
Ugashik-Peulik,NA,36525,1050,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,0,1050,NA,0,NA,NA,TRUE,NA
Tanaga,NA,0,1050,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,1040,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,1030,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,1020,NA,0,NA,NA,TRUE,NA
Haleakala,NA,14610,1010,NA,0,NA,NA,TRUE,NA
Medicine Lake,NA,0,1010,NA,0,NA,NA,TRUE,3
Mono-Inyo Craters,NA,73050,1000,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,990,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,980,NA,0,NA,NA,TRUE,NA
Lassen Volcanic Center,NA,109575,980,NA,0,NA,NA,TRUE,NA
Shishaldin,NA,0,950,NA,0,NA,NA,TRUE,NA
Adams,NA,0,950,NA,0,NA,NA,TRUE,2
Jefferson,NA,0,950,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,940,NA,0,NA,NA,TRUE,0
Augustine,NA,54787.5,930,NA,0,NA,NA,TRUE,NA
Hualalai,NA,18262.5,920,NA,0,NA,NA,TRUE,0
Haleakala,NA,14610,910,NA,0,NA,NA,TRUE,NA
Rainier,NA,182625,910,NA,0,NA,NA,TRUE,NA
Glacier Peak,NA,18262.5,900,NA,0,NA,NA,TRUE,3
Kīlauea,NA,18262.5,900,NA,0,NA,NA,TRUE,NA
Lassen Volcanic Center,NA,109575,880,NA,0,NA,NA,TRUE,NA
Alamagan,NA,36525,870,NA,0,NA,NA,TRUE,4
Shasta,NA,0,850,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,54787.5,850,NA,0,NA,NA,TRUE,0
Kanaga,NA,73050,850,NA,0,NA,NA,TRUE,NA
Churchill,NA,365.25,847,NA,0,NA,NA,TRUE,6
Medicine Lake,NA,0,840,NA,0,NA,NA,TRUE,NA
Medicine Lake,NA,0,830,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,830,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,810,NA,0,NA,NA,TRUE,0
Lassen Volcanic Center,NA,109575,800,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,790,NA,0,NA,NA,TRUE,NA
Medicine Lake,NA,0,780,NA,0,NA,NA,TRUE,NA
St. Helens,NA,109575,780,NA,0,NA,NA,TRUE,NA
Hualalai,NA,73050,770,NA,0,NA,NA,TRUE,1
Redoubt,NA,27393.75,720,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,91312.5,700,NA,0,NA,NA,TRUE,0
Newberry,NA,36525,690,NA,0,NA,NA,TRUE,4
Kīlauea,NA,27393.75,680,NA,0,NA,NA,TRUE,1
Blue Lake Crater,NA,73050,680,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,680,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,640,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,630,NA,0,NA,NA,TRUE,0
Mono-Inyo Craters,NA,9861.75,620,NA,0,NA,NA,TRUE,4
Mauna Loa,NA,0,600,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,580,NA,0,NA,NA,TRUE,NA
Augustine,NA,54787.5,570,NA,0,NA,NA,TRUE,NA
Akutan,NA,0,550,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,550,NA,0,NA,NA,TRUE,0
Kīlauea,NA,73050,540,NA,0,NA,NA,TRUE,NA
Alamagan,NA,27393.75,540,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,520,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,36525,490,NA,0,NA,NA,TRUE,NA
Newberry,NA,36525,490,NA,0,NA,NA,TRUE,4
Belknap,NA,0,480,NA,0,NA,NA,TRUE,2
Hood,NA,13514.25,480,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,480,NA,0,NA,NA,TRUE,0
Aniakchak,NA,0,460,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,450,NA,0,NA,NA,TRUE,0
Kīlauea,NA,0,450,NA,0,NA,NA,TRUE,0
Mono-Inyo Craters,NA,36525,440,NA,0,NA,NA,TRUE,NA
Rainier,NA,36525,440,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,440,NA,0,NA,NA,TRUE,NA
Tutuila,NA,73050,440,NA,0,NA,NA,TRUE,3
Three Sisters,NA,39447,439,NA,0,NA,NA,TRUE,2
Kīlauea,NA,7305,420,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,420,NA,0,NA,NA,TRUE,NA
Fisher,NA,18262.5,400,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,350,NA,0,NA,NA,TRUE,0
Mono Lake Volcanic Field,NA,36525,350,NA,0,NA,NA,TRUE,NA
Akutan,NA,0,340,NA,0,NA,NA,TRUE,5
Augustine,NA,14610,340,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,73050,320,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,300,NA,0,NA,NA,TRUE,0
Imuruk Lake,NA,0,300,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,290,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,18262.5,290,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,270,NA,0,NA,NA,TRUE,NA
Seguam,NA,182625,250,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,230,NA,0,NA,NA,TRUE,0
Salton Buttes,NA,36525,210,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,200,NA,0,NA,NA,TRUE,0
Adams,NA,0,200,NA,0,NA,NA,TRUE,2
Glacier Peak,NA,18262.5,200,NA,0,NA,NA,TRUE,4
Kanaga,NA,54787.5,200,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,93138.75,200,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,190,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,190,NA,0,NA,NA,TRUE,NA
Wrangell,NA,73050,190,NA,0,NA,NA,TRUE,4
Mauna Loa,NA,0,150,NA,0,NA,NA,TRUE,0
Kīlauea,NA,109575,150,NA,0,NA,NA,TRUE,0
Shasta,NA,0,150,NA,0,NA,NA,TRUE,NA
Redoubt,NA,18262.5,110,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,100,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,100,NA,0,NA,NA,TRUE,0
Haleakala,NA,14610,80,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,70,NA,0,NA,NA,TRUE,NA
Churchill,NA,73050,63,NA,0,NA,NA,TRUE,6
Shasta,NA,0,50,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,50,NA,0,NA,NA,TRUE,0
Three Sisters,NA,73780.5,40,NA,0,NA,NA,TRUE,2
Salton Buttes,NA,36525,10,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,73050,10,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-30,NA,0,NA,NA,TRUE,0
Three Sisters,NA,0,-50,NA,0,NA,NA,TRUE,3
Kīlauea,NA,54787.5,-50,NA,0,NA,NA,TRUE,NA
Kama'ehuakanaloa,NA,1095750,-50,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-60,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-80,NA,0,NA,NA,TRUE,0
Hualalai,NA,27393.75,-80,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-90,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,-100,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-100,NA,0,NA,NA,TRUE,NA
Okmok,NA,18262.5,-100,NA,0,NA,NA,TRUE,6
Augustine,NA,14610,-120,NA,0,NA,NA,TRUE,NA
Craters of the Moon,NA,18262.5,-130,NA,0,NA,NA,TRUE,0
Ubehebe Craters,NA,0,-150,NA,0,NA,NA,TRUE,NA
Shasta,NA,0,-150,NA,0,NA,NA,TRUE,NA
Rainier,NA,0,-150,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,-160,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,54787.5,-200,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-200,NA,0,NA,NA,TRUE,0
Redoubt,NA,73050,-210,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,-220,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-220,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-250,NA,0,NA,NA,TRUE,NA
Rainier,NA,73050,-250,NA,0,NA,NA,TRUE,4
Craters of the Moon,NA,9131.25,-260,NA,0,NA,NA,TRUE,0
Kīlauea,NA,27393.75,-270,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-270,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-280,NA,0,NA,NA,TRUE,NA
Haleakala,NA,0,-290,NA,0,NA,NA,TRUE,NA
Salton Buttes,NA,36525,-290,NA,0,NA,NA,TRUE,NA
Wapi Lava Field,NA,0,-300,NA,0,NA,NA,TRUE,2
Adams,NA,0,-300,NA,0,NA,NA,TRUE,2
Mauna Loa,NA,0,-300,NA,0,NA,NA,TRUE,0
Augustine,NA,36525,-310,NA,0,NA,NA,TRUE,NA
Augustine,NA,73050,-350,NA,0,NA,NA,TRUE,NA
Ukinrek Maars,NA,0,-350,NA,0,NA,NA,TRUE,NA
Hualalai,NA,27393.75,-350,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-350,NA,0,NA,NA,TRUE,NA
Craters of the Moon,NA,0,-350,NA,0,NA,NA,TRUE,0
Three Sisters,NA,0,-350,NA,0,NA,NA,TRUE,4
Aniakchak,NA,76702.5,-370,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,-380,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,-390,NA,0,NA,NA,TRUE,NA
Haleakala,NA,14610,-390,NA,0,NA,NA,TRUE,NA
Hualalai,NA,27393.75,-400,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-400,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-400,NA,0,NA,NA,TRUE,NA
Adams,NA,0,-400,NA,0,NA,NA,TRUE,2
Rainier,NA,18262.5,-400,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,36525,-410,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-420,NA,0,NA,NA,TRUE,NA
Hualalai,NA,18262.5,-440,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-450,NA,0,NA,NA,TRUE,NA
Iliamna,NA,0,-450,NA,0,NA,NA,TRUE,NA
Redoubt,NA,27393.75,-470,NA,0,NA,NA,TRUE,NA
Rainier,NA,18262.5,-500,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-500,NA,0,NA,NA,TRUE,0
Mageik,NA,18262.5,-500,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-530,NA,0,NA,NA,TRUE,5
Adams,NA,365250,-550,NA,0,NA,NA,TRUE,2
Shasta,NA,182625,-550,NA,0,NA,NA,TRUE,NA
Tanaga,NA,913125,-550,NA,0,NA,NA,TRUE,NA
Mageik,NA,0,-550,NA,0,NA,NA,TRUE,NA
Makushin,NA,328725,-550,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,-580,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-600,NA,0,NA,NA,TRUE,0
Redoubt,NA,27393.75,-600,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-610,NA,0,NA,NA,TRUE,NA
Rainier,NA,36525,-610,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-620,NA,0,NA,NA,TRUE,NA
Rainier,NA,18262.5,-650,NA,0,NA,NA,TRUE,NA
Shasta,NA,292200,-650,NA,0,NA,NA,TRUE,NA
Mageik,NA,0,-650,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-670,NA,0,NA,NA,TRUE,NA
Rainier,NA,18262.5,-700,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,292200,-700,NA,0,NA,NA,TRUE,NA
Hualalai,NA,27393.75,-720,NA,0,NA,NA,TRUE,0
Redoubt,NA,36525,-770,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-790,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-800,NA,0,NA,NA,TRUE,NA
Belknap,NA,109575,-800,NA,0,NA,NA,TRUE,2
Three Sisters,NA,0,-800,NA,0,NA,NA,TRUE,2
Kīlauea,NA,0,-800,NA,0,NA,NA,TRUE,0
Martin,NA,18262.5,-800,NA,0,NA,NA,TRUE,NA
Yantarni,NA,182625,-800,NA,0,NA,NA,TRUE,5
St. Helens,NA,27393.75,-830,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-830,NA,0,NA,NA,TRUE,NA
Glacier Peak,NA,0,-850,NA,0,NA,NA,TRUE,NA
Shasta,NA,0,-850,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-870,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-950,NA,0,NA,NA,TRUE,0
Sand Mountain Field,NA,73050,-950,NA,0,NA,NA,TRUE,4
Medicine Lake,NA,0,-1000,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-1010,NA,0,NA,NA,TRUE,NA
Belknap,NA,109575,-1030,NA,0,NA,NA,TRUE,0
Redoubt,NA,36525,-1040,NA,0,NA,NA,TRUE,NA
Redoubt,NA,0,-1050,NA,0,NA,NA,TRUE,NA
Buzzard Creek,NA,0,-1050,NA,0,NA,NA,TRUE,2
Tanaga,NA,0,-1050,NA,0,NA,NA,TRUE,0
Hualalai,NA,73050,-1080,NA,0,NA,NA,TRUE,0
Redoubt,NA,54787.5,-1080,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1100,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-1100,NA,0,NA,NA,TRUE,NA
Medicine Lake,NA,0,-1130,NA,0,NA,NA,TRUE,0
Haleakala,NA,10957.5,-1140,NA,0,NA,NA,TRUE,NA
Hualalai,NA,27393.75,-1150,NA,0,NA,NA,TRUE,0
Shasta,NA,0,-1150,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1150,NA,0,NA,NA,TRUE,NA
Koniuji,NA,693975,-1150,NA,0,NA,NA,TRUE,NA
Zuni-Bandera,NA,109575,-1170,NA,0,NA,NA,TRUE,0
St. Helens,NA,0,-1180,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1210,NA,0,NA,NA,TRUE,NA
Haleakala,NA,0,-1240,NA,0,NA,NA,TRUE,NA
Jordan Craters,NA,0,-1250,NA,0,NA,NA,TRUE,2
St. Paul Island,NA,14610,-1280,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-1300,NA,0,NA,NA,TRUE,0
Redoubt,NA,36525,-1310,NA,0,NA,NA,TRUE,NA
Haleakala,NA,0,-1310,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1350,NA,0,NA,NA,TRUE,NA
Newberry,NA,0,-1450,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1510,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1540,NA,0,NA,NA,TRUE,NA
Kanaga,NA,36525,-1550,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-1550,NA,0,NA,NA,TRUE,NA
Hayes,NA,0,-1550,NA,0,NA,NA,TRUE,5
Kīlauea,NA,0,-1550,NA,0,NA,NA,TRUE,0
Redoubt,NA,36525,-1560,NA,0,NA,NA,TRUE,NA
Moffett,NA,0,-1600,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-1610,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,3652.5,-1645,NA,0,NA,NA,TRUE,6
Mageik,NA,0,-1650,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,0,-1650,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-1650,NA,0,NA,NA,TRUE,0
Hualalai,NA,73050,-1650,NA,0,NA,NA,TRUE,0
Craters of the Moon,NA,54787.5,-1680,NA,0,NA,NA,TRUE,0
St. Helens,NA,0,-1680,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1690,NA,0,NA,NA,TRUE,NA
Redoubt,NA,36525,-1700,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-1700,NA,0,NA,NA,TRUE,0
Martin,NA,0,-1750,NA,0,NA,NA,TRUE,NA
Veniaminof,NA,0,-1750,NA,0,NA,NA,TRUE,6
Makushin,NA,0,-1750,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-1750,NA,0,NA,NA,TRUE,0
St. Helens,NA,36525,-1770,NA,0,NA,NA,TRUE,5
Griggs,NA,14610,-1790,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-1800,NA,0,NA,NA,TRUE,0
Haleakala,NA,18262.5,-1800,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-1810,NA,0,NA,NA,TRUE,NA
Augustine,NA,109575,-1820,NA,0,NA,NA,TRUE,NA
Hayes,NA,0,-1850,NA,0,NA,NA,TRUE,NA
Adams,NA,0,-1850,NA,0,NA,NA,TRUE,1
Haleakala,NA,0,-1850,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-1860,NA,0,NA,NA,TRUE,6
Redoubt,NA,54787.5,-1870,NA,0,NA,NA,TRUE,NA
Dana,NA,0,-1890,NA,0,NA,NA,TRUE,5
Black Peak,NA,54787.5,-1900,NA,0,NA,NA,TRUE,6
Kanaga,NA,109575,-1900,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,-1900,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-1900,NA,0,NA,NA,TRUE,0
Haleakala,NA,14610,-1940,NA,0,NA,NA,TRUE,NA
Mageik,NA,36525,-1950,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-2000,NA,0,NA,NA,TRUE,0
Hualalai,NA,27393.75,-2040,NA,0,NA,NA,TRUE,0
Redoubt,NA,54787.5,-2040,NA,0,NA,NA,TRUE,NA
Augustine,NA,109575,-2040,NA,0,NA,NA,TRUE,NA
Iliamna,NA,0,-2050,NA,0,NA,NA,TRUE,4
Mauna Loa,NA,0,-2050,NA,0,NA,NA,TRUE,0
Shasta,NA,0,-2050,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,0,-2080,NA,0,NA,NA,TRUE,0
St. Helens,NA,109575,-2100,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,-2120,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-2150,NA,0,NA,NA,TRUE,0
Kanaga,NA,73050,-2150,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,182625,-2200,NA,0,NA,NA,TRUE,NA
Dotsero,NA,109575,-2200,NA,0,NA,NA,TRUE,2
Haleakala,NA,14610,-2210,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-2230,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-2250,NA,0,NA,NA,TRUE,0
Escanaba Segment,NA,0,-2260,NA,0,NA,NA,TRUE,0
Haleakala,NA,14610,-2260,NA,0,NA,NA,TRUE,NA
Kanaga,NA,54787.5,-2300,NA,0,NA,NA,TRUE,NA
St. Helens,NA,0,-2340,NA,0,NA,NA,TRUE,5
Redoubt,NA,54787.5,-2350,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-2350,NA,0,NA,NA,TRUE,0
Edgecumbe,NA,51135,-2360,NA,32872.5,-2080,NA,TRUE,NA
Hualalai,NA,27393.75,-2440,NA,0,NA,NA,TRUE,0
Mauna Kea,NA,36525,-2460,NA,0,NA,NA,TRUE,NA
Haleakala,NA,18262.5,-2470,NA,0,NA,NA,TRUE,NA
Mauna Kea,NA,73050,-2540,NA,0,NA,NA,TRUE,NA
Rainier,NA,0,-2550,NA,0,NA,NA,TRUE,3
Shasta,NA,0,-2550,NA,0,NA,NA,TRUE,NA
Aniakchak,NA,182625,-2550,NA,0,NA,NA,TRUE,NA
Amak,NA,182625,-2550,NA,0,NA,NA,TRUE,NA
Craters of the Moon,NA,36525,-2560,NA,0,NA,NA,TRUE,0
Haleakala,NA,14610,-2580,NA,0,NA,NA,TRUE,NA
Koniuji,NA,730500,-2650,NA,0,NA,NA,TRUE,NA
Adams,NA,109575,-2650,NA,0,NA,NA,TRUE,2
Mauna Kea,NA,73050,-2750,NA,0,NA,NA,TRUE,NA
Rainier,NA,0,-2750,NA,0,NA,NA,TRUE,2
Mauna Loa,NA,0,-2750,NA,0,NA,NA,TRUE,0
Hualalai,NA,27393.75,-2770,NA,0,NA,NA,TRUE,0
Davis Lake,NA,0,-2790,NA,0,NA,NA,TRUE,NA
Redoubt,NA,73050,-2830,NA,0,NA,NA,TRUE,NA
Crater Lake,NA,0,-2850,NA,0,NA,NA,TRUE,NA
Kīlauea,NA,0,-2850,NA,0,NA,NA,TRUE,0
Redoubt,NA,73050,-2860,NA,0,NA,NA,TRUE,NA
Redoubt,NA,73050,-2920,NA,0,NA,NA,TRUE,NA
Adams,NA,36525,-2950,NA,0,NA,NA,TRUE,1
North Gorda Ridge Segment,NA,0,-3020,NA,0,NA,NA,TRUE,0
Redoubt,NA,73050,-3030,NA,0,NA,NA,TRUE,NA
Shasta,NA,365250,-3050,NA,0,NA,NA,TRUE,0
Haleakala,NA,14610,-3070,NA,0,NA,NA,TRUE,NA
Medicine Lake,NA,0,-3090,NA,0,NA,NA,TRUE,NA
Redoubt,NA,73050,-3150,NA,0,NA,NA,TRUE,NA
Glacier Peak,NA,0,-3150,NA,0,NA,NA,TRUE,NA
Fisher,NA,27393.75,-3170,NA,0,NA,NA,TRUE,5
Redoubt,NA,73050,-3180,NA,0,NA,NA,TRUE,NA
Medicine Lake,NA,0,-3190,NA,0,NA,NA,TRUE,0
Hell's Half Acre,NA,54787.5,-3250,NA,0,NA,NA,TRUE,0
Carrizozo,NA,182625,-3250,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-3250,NA,0,NA,NA,TRUE,0
Spurr,NA,0,-3250,NA,0,NA,NA,TRUE,NA
Adams,NA,109575,-3250,NA,0,NA,NA,TRUE,2
Kīlauea,NA,0,-3300,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-3350,NA,0,NA,NA,TRUE,0
Mauna Kea,NA,54787.5,-3370,NA,0,NA,NA,TRUE,NA
Adams,NA,0,-3550,NA,0,NA,NA,TRUE,2
Glacier Peak,NA,0,-3550,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-3600,NA,0,NA,NA,TRUE,NA
Rainier,NA,0,-3650,NA,0,NA,NA,TRUE,3
Makushin,NA,675712.5,-3650,NA,0,NA,NA,TRUE,4
Redoubt,NA,54787.5,-3650,NA,0,NA,NA,TRUE,NA
Mauna Kea,NA,73050,-3680,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-3690,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-3730,NA,0,NA,NA,TRUE,NA
Moffett,NA,0,-3750,NA,0,NA,NA,TRUE,NA
Mauna Loa,NA,0,-3750,NA,0,NA,NA,TRUE,0
Adams,NA,712237.5,-3800,NA,0,NA,NA,TRUE,1
Edgecumbe,NA,25567.5,-3810,NA,0,NA,NA,TRUE,NA
Rainier,NA,73050,-3850,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,423690,-3850,NA,0,NA,NA,TRUE,NA
Koniuji,NA,1132275,-3850,NA,0,NA,NA,TRUE,NA
Kaguyak,NA,0,-3850,NA,0,NA,NA,TRUE,5
Redoubt,NA,54787.5,-3890,NA,0,NA,NA,TRUE,NA
Redoubt,NA,54787.5,-4010,NA,0,NA,NA,TRUE,NA
Seguam,NA,1461000,-4050,NA,0,NA,NA,TRUE,0
Shasta,NA,0,-4050,NA,0,NA,NA,TRUE,NA
Adams,NA,182625,-4050,NA,0,NA,NA,TRUE,2
Spurr,NA,0,-4050,NA,0,NA,NA,TRUE,NA
Mono-Inyo Craters,NA,0,-4050,NA,0,NA,NA,TRUE,NA
Kaguyak,NA,54787.5,-4060,NA,0,NA,NA,TRUE,NA
Craters of the Moon,NA,18262.5,-4070,NA,0,NA,NA,TRUE,0
Augustine,NA,36525,-4150,NA,0,NA,NA,TRUE,NA
Akutan,NA,0,-4150,NA,0,NA,NA,TRUE,NA
Craters of the Moon,NA,0,-4250,NA,0,NA,NA,TRUE,0
Mauna Loa,NA,0,-4250,NA,0,NA,NA,TRUE,0
Redoubt,NA,54787.5,-4360,NA,0,NA,NA,TRUE,NA
Mageik,NA,109575,-4400,NA,0,NA,NA,TRUE,NA
Hualalai,NA,36525,-4410,NA,0,NA,NA,TRUE,0
